fileId,title,artist,producer,gn,mode,bpm,offsetMs,src,lvEasy,lvNormal,lvHard,notesEasy,notesNormal,notesHard,durEasy,durNormal,durHard,measEasy,measNormal,measHard,chartBpm,titleZhCn,artistZhCn,titleEn,artistEn,origName,enc,seed,seed1,seed2,innerOff,size
11120,I believe,Tata Young,Jerry,sdom1120k.gn,K,117,-25,kgn,4,6,12,372,642,891,149,149,149,315,327,332,117,I believe,Tata Young,I believe,Tata Young,sdom1120K.gm,sdom,13403338,,,456,58440
1120,I believe,Tata Young,Jerry,sdom1120t.gn,T,117,-25,kgn,1,3,4,268,308,372,149,149,149,299,306,315,117,I believe,Tata Young,I believe,Tata Young,sdom1120T.gm,sdom,2681767,,,456,58224
11122,my happy ending,Avril Lavigne,DAVY,sdom1122k.gn,K,85.07,0,kgn,3,5,8,299,398,526,132,132,132,187,182,193,85.07,my happy ending,Avril Lavigne,my happy ending,Avril Lavigne,sdom1102K.gm,sdom,9458173,,,456,37452
1122,my happy ending,Avril Lavigne,DAVY,sdom1122t.gn,T,85.07,0,kgn,1,2,3,168,227,299,132,132,132,190,189,187,85.07,my happy ending,Avril Lavigne,my happy ending,Avril Lavigne,sdom1102T.gm,sdom,14955976,,,456,37308
11123,don't tell me,Avril Lavigne,nicholas,sdom1123k.gn,K,144.12,0,kgn,3,5,8,324,337,494,139,139,139,448,445,482,144.12,don't tell me,Avril Lavigne,don't tell me,Avril Lavigne,sdom1123K.gm,sdom,5378792,,,456,98256
1123,don't tell me,Avril Lavigne,nicholas,sdom1123t.gn,T,144.12,0,kgn,2,3,4,267,314,332,139,139,139,417,440,446,144.12,don't tell me,Avril Lavigne,don't tell me,Avril Lavigne,sdom1123T.gm,sdom,3628250,,,456,93612
11124,When You're Gone,Avril Lavigne,Mina,sdom1124k.gn,K,142,-20,kgn,1,5,10,144,348,486,108,108,108,250,332,341,142,When You're Gone,Avril Lavigne,When You're Gone,Avril Lavigne,sdom1124K.gm,sdom,9458173,,,456,59112
1124,When You're Gone,Avril Lavigne,Mina,sdom1124t.gn,T,142,-20,kgn,1,2,4,88,172,331,108,108,108,209,253,319,142,When You're Gone,Avril Lavigne,When You're Gone,Avril Lavigne,sdom1124T.gm,sdom,1044917,,,456,57312
11125,Everytime,Britney Spears,TONY.C,sdom1125k.gn,K,109.9,-40,kgn,4,5,7,443,537,641,154,154,154,288,295,298,109.9,Everytime,Britney Spears,Everytime,Britney Spears,sdom1125K.gm,sdom,9458173,,,456,61860
1125,Everytime,Britney Spears,TONY.C,sdom1125t.gn,T,109.9,-40,kgn,1,4,5,255,443,537,154,154,154,236,288,295,109.9,Everytime,Britney Spears,Everytime,Britney Spears,sdom1125T.gm,sdom,16559437,,,456,61860
11126,Lucky,Britney Spears,Leo,sdom1126k.gn,K,95,-40,kgn,2,4,8,222,323,550,126,126,126,184,211,219,95,Lucky,Britney Spears,Lucky,Britney Spears,sdom1126K.gm,sdom,935380,,,456,39984
1126,Lucky,Britney Spears,Leo,sdom1126t.gn,T,95,-40,kgn,2,1,3,222,139,278,126,126,126,184,151,188,95,Lucky,Britney Spears,Lucky,Britney Spears,sdom1126T.gm,sdom,736269,,,456,39984
11127,Like I Love You,賈斯汀,T.Z.WANG,sdom1127k.gn,K,115,-35,kgn,3,4,8,283,343,613,123,123,123,202,209,224,115,Like I Love You,贾斯汀,Like I Love You,,sdom0105K.gm,rewu,5378792,,,,57000
1127,Like I Love You,賈斯汀,T.Z.WANG,sdom1127t.gn,T,115,-35,kgn,1,1,3,104,190,275,123,123,123,130,175,193,115,Like I Love You,贾斯汀,Like I Love You,,sdom0105T.gm,rewu,9223621,,,,28956
11128,SexyBack,Justin Timberlake,TONY.Z,sdom1128k.gn,K,117,-20,kgn,3,5,8,425,558,746,145,145,145,295,310,312,117,SexyBack,Justin Timberlake,SexyBack,Justin Timberlake,sdom1128K.gm,rewu,8967522,,,,61068
1128,SexyBack,Justin Timberlake,TONY.Z,sdom1128t.gn,T,117,-20,kgn,1,3,4,299,388,527,145,145,145,257,288,309,117,SexyBack,Justin Timberlake,SexyBack,Justin Timberlake,sdom1128T.gm,rewu,7799440,,,,54288
11129,My Love,Justin Timberlake,XinLin,sdom1129k.gn,K,120,-34,kgn,1,5,9,179,385,972,180,180,180,262,357,431,120,My Love,Justin Timberlake,My Love,Justin Timberlake,sdom1129K.gm,rewu,14955976,,,,60092
1129,My Love,Justin Timberlake,XinLin,sdom1129t.gn,T,120,-34,kgn,1,2,4,169,271,438,180,180,180,252,324,372,120,My Love,Justin Timberlake,My Love,Justin Timberlake,sdom1129T.gm,rewu,9175850,,,,60092
11130,Lovestoned,Justin Timberlake,Mei,sdom1130k.gn,K,121,-20,kgn,1,3,8,168,304,697,134,134,134,381,424,486,121,Lovestoned,Justin Timberlake,Lovestoned,Justin Timberlake,sdom1130K.gm,rewu,9458173,,,,84072
1130,Lovestoned,Justin Timberlake,Mei,sdom1130t.gn,T,121,-20,kgn,1,3,4,111,270,392,134,134,134,335,411,450,121,Lovestoned,Justin Timberlake,Lovestoned,Justin Timberlake,sdom1130T.gm,rewu,5378792,,,,76392
11131,Break the Ice,Britney Spears,Jerry,sdom1131k.gn,K,117.5,-40,kgn,3,4,6,287,370,469,134,134,134,243,254,274,117.5,Break the Ice,Britney Spears,Break the Ice,Britney Spears,sdom1131K.gm,sdom,4675663,,,456,55944
1131,Break the Ice,Britney Spears,Jerry,sdom1131t.gn,T,117.5,-40,kgn,2,3,4,225,286,353,134,134,134,233,242,247,117.5,Break the Ice,Britney Spears,Break the Ice,Britney Spears,sdom1131T.gm,sdom,13176189,,,456,55092
11132,Gimme More,Britney Spears,DAVY,sdom1132k.gn,K,113.33,-20,kgn,2,4,6,242,381,539,120,120,120,240,240,243,113.33,Gimme More,Britney Spears,Gimme More,Britney Spears,sdom1132K.gm,sdom,3628250,,,456,47964
1132,Gimme More,Britney Spears,DAVY,sdom1132t.gn,T,113.33,-20,kgn,1,2,3,212,248,258,120,120,120,242,242,240,113.33,Gimme More,Britney Spears,Gimme More,Britney Spears,sdom1132T.gm,sdom,11602070,,,456,47856
11133,I can do better,Avril Lavigne,GJ,sdom1133k.gn,K,172,-25,songname,2,5,10,264,520,868,140,140,140,276,384,420,172,I Can Do Better,Avril Lavigne,I Can Do Better,Avril Lavigne,sdom1133K.gm,sdom,1044917,,,456,67836
1133,I can do better,Avril Lavigne,GJ,sdom1133t.gn,T,172,-25,songname,1,2,3,199,256,359,140,140,140,235,275,319,172,I Can Do Better,Avril Lavigne,I Can Do Better,Avril Lavigne,sdom1133T.gm,sdom,11823522,,,456,67824
11134,The Best Damn Thing,Avril Lavigne,Mina,sdom1134k.gn,K,165,-35,kgn,2,7,13,249,644,1055,139,139,139,507,612,649,165,The Best Damn Thing,Avril Lavigne,The Best Damn Thing,Avril Lavigne,sdom1134K.gm,sdom,16559437,,,456,116052
1134,The Best Damn Thing,Avril Lavigne,Mina,sdom1134t.gn,T,165,-35,kgn,1,2,6,190,249,556,139,139,139,462,497,586,165,The Best Damn Thing,Avril Lavigne,The Best Damn Thing,Avril Lavigne,sdom1134T.gm,sdom,935380,,,456,116052
11135,H.O.T,Avril,TONY.C,sdom1135k.gn,K,145,-25,kgn,2,5,9,316,564,945,147,147,147,277,326,369,145,H.O.T,Avril,H.O.T,Avril,sdom1135K.gm,sdom,736269,,,456,88176
1135,H.O.T,Avril,TONY.C,sdom1135t.gn,T,145,-25,kgn,2,2,4,272,316,429,147,147,147,259,277,315,145,H.O.T,Avril,H.O.T,Avril,sdom1135T.gm,sdom,7751303,,,456,88176
11136,Contagious,Avril Lavigne,Leo,sdom1136k.gn,K,158,-20,kgn,4,6,10,373,553,819,130,130,130,300,336,349,158,Contagious,Avril Lavigne,Contagious,Avril Lavigne,sdom1136K.gm,sdom,8967522,,,456,63396
1136,Contagious,Avril Lavigne,Leo,sdom1136t.gn,T,158,-20,kgn,2,4,5,255,373,445,130,130,130,255,300,318,158,Contagious,Avril Lavigne,Contagious,Avril Lavigne,sdom1136T.gm,sdom,7799440,,,456,63396
11137,Radar,Britney Spears,TONY.Z,sdom1137k.gn,K,128,-20,kgn,3,5,11,335,416,660,136,136,136,274,278,284,128,Radar,Britney Spears,Radar,Britney Spears,sdom1137K.gm,sdom,10275474,,,456,55896
1137,Radar,Britney Spears,TONY.Z,sdom1137t.gn,T,128,-20,kgn,1,3,5,225,301,436,136,136,136,227,253,278,128,Radar,Britney Spears,Radar,Britney Spears,sdom1137T.gm,sdom,9175850,,,456,50376
11149,健康歌,范曉萱,DAVY,sdom1149k.gn,K,132,-25,songname,2,4,7,270,440,540,118,118,118,284,282,288,132,健康歌,范晓萱,,,sdom0143K.gm,sdom,9458173,,,456,56268
1149,健康歌,范曉萱,DAVY,sdom1149t.gn,T,132,-25,songname,1,2,3,262,279,313,118,118,118,288,285,285,132,健康歌,范晓萱,,,sdom0143T.gm,sdom,14955976,,,456,56472
11150,小叮噹,范曉萱,Mina,sdom1150k.gn,K,122,-35,songname,3,6,8,240,402,677,133,133,133,357,408,425,122,小叮噹,范晓暄,,,sdom0144K.gm,rewu,1044917,,,,109644
1150,小叮噹,范曉萱,Mina,sdom1150t.gn,T,122,-35,songname,1,3,6,191,240,394,133,133,133,333,348,400,122,小叮噹,范晓暄,,,sdom0144T.gm,rewu,7935477,,,,109644
11151,稍息立正站好,范曉萱,Leo,sdom1151k.gn,K,135,-25,songname,3,5,7,227,347,523,92,92,92,187,208,221,135,稍息立正站好,范晓萱,,,sdom1151K.gm,rewu,5378792,,,,71724
1151,稍息立正站好,范曉萱,Leo,sdom1151t.gn,T,135,-25,songname,1,3,5,143,221,306,92,92,92,152,186,204,135,稍息立正站好,范晓萱,,,sdom0145T.gm,rewu,6913807,,,,39144
11152,養我一輩子,川島茉樹代,Jerry,sdom1152k.gn,K,131,-25,songname,3,5,8,312,470,669,135,135,135,286,317,333,131,養我ㄧ輩子,川島茉樹代,,,sdom0146K.gm,sdom,9458173,,,456,54588
1152,養我一輩子,川島茉樹代,Jerry,sdom1152t.gn,T,131,-25,songname,1,3,5,183,312,469,135,135,135,239,286,316,131,養我ㄧ輩子,川島茉樹代,,,sdom0146T.gm,sdom,14955976,,,456,54588
11153,單眼皮,楊丞琳,T.Z.WANG,sdom1153k.gn,K,116,-25,songname,4,5,7,402,487,626,142,142,142,278,281,297,116,單眼皮,楊丞琳,,,sdom0147K.gm,sdom,9458173,,,456,62904
1153,單眼皮,楊丞琳,T.Z.WANG,sdom1153t.gn,T,116,-25,songname,1,3,4,260,321,453,142,142,142,260,269,282,116,單眼皮,楊丞琳,,,sdom0147T.gm,sdom,14955976,,,456,51240
11154,VIP,頭號人物,nicholas,sdom1154k.gn,K,114,-20,songname,3,4,5,341,417,559,155,155,155,456,467,483,114,VIP,頭號人物,VIP,,sdom0148K.gm,sdom,16559437,,,456,112728
1154,VIP,頭號人物,nicholas,sdom1154t.gn,T,114,-20,songname,2,3,4,310,341,415,155,155,155,449,456,467,114,VIP,頭號人物,VIP,,sdom0148T.gm,sdom,16455100,,,456,109488
11155,日場夜場,莫文蔚,XinLin,sdom1155k.gn,K,108,-20,songname,1,3,8,242,372,755,146,146,146,254,259,315,108,日場夜場,莫文蔚,,,sdom0149K.gm,sdom,935380,,,456,123064
1155,日場夜場,莫文蔚,XinLin,sdom1155t.gn,T,108,-20,songname,1,1,1,64,128,248,146,146,146,131,192,293,108,日場夜場,莫文蔚,,,sdom0149T.gm,sdom,223976,,,456,114484
11156,Get High,頭號人物,Jerry,sdom1156k.gn,K,134,-20,songname,3,6,10,386,610,797,145,145,145,352,375,375,134,Get High,頭號人物,Get High,,sdom0150K.gm,sdom,5378792,,,456,70404
1156,Get High,頭號人物,Jerry,sdom1156t.gn,T,134,-20,songname,3,5,6,386,457,610,145,145,145,352,362,375,134,Get High,頭號人物,Get High,,sdom0150T.gm,sdom,6913807,,,456,68784
11157,I Don't Have to Try,Avril Lavigne,Mei,sdom1157k.gn,K,106,-25,kgn,2,4,11,224,360,828,142,142,142,192,221,255,106,I Don't Have to Try,Avril Lavigne,I Don't Have to Try,Avril Lavigne,sdom0151K.gm,sdom,3628250,,,456,43436
1157,I Don't Have to Try,Avril Lavigne,Mei,sdom1157t.gn,T,106,-25,kgn,1,4,7,116,297,480,142,142,142,139,201,230,106,I Don't Have to Try,Avril Lavigne,I Don't Have to Try,Avril Lavigne,sdom0151T.gm,sdom,6964435,,,456,35840
11158,神犬水汪汪,証聲,T.Z.WANG,sdom1158k.gn,K,119.9,-30,songname,3,6,8,193,294,335,63,63,63,138,143,144,119.9,神犬水汪汪,証聲,,,sdom0109K.gm,sdom,11602070,,,456,27840
1158,神犬水汪汪,証聲,T.Z.WANG,sdom1158t.gn,T,119.9,-30,songname,1,2,5,123,155,211,63,63,63,125,136,140,119.9,神犬水汪汪,証聲,,,sdom0109T.gm,sdom,15342964,,,456,25068
11159,馬戲團猴子,証聲,Mei,sdom1159k.gn,K,160,-25,songname,2,4,9,190,300,505,79,79,79,168,195,216,160,馬戲團猴子,証聲,,,sdom0110K.gm,sdom,1044917,,,456,36864
1159,馬戲團猴子,証聲,Mei,sdom1159t.gn,T,160,-25,songname,1,2,5,111,191,300,79,79,79,124,164,192,160,馬戲團猴子,証聲,,,sdom0110T.gm,sdom,7935477,,,456,30036
11160,淘氣小浣熊,証聲,XinLin,sdom1160k.gn,K,163,-35,songname,1,4,13,106,286,747,83,83,83,144,218,276,163,淘氣小浣熊,証聲,,,sdom0111K.gm,sdom,11823522,,,456,40372
1160,淘氣小浣熊,証聲,XinLin,sdom1160t.gn,T,163,-35,songname,1,2,5,76,153,278,83,83,83,134,189,255,163,淘氣小浣熊,証聲,,,sdom0111T.gm,sdom,12881387,,,456,40452
11161,熊貓蹦蹦跳,証聲,TONY.Z,sdom1161k.gn,K,117.14,-14,songname,2,5,9,239,343,574,92,92,92,178,189,193,117.14,熊貓蹦蹦跳,証聲,,,sdom0112K.gm,sdom,5378792,,,456,69412
1161,熊貓蹦蹦跳,証聲,TONY.Z,sdom1161t.gn,T,117.14,-14,songname,1,2,4,165,238,325,92,92,92,163,181,189,117.14,熊貓蹦蹦跳,証聲,,,sdom0112T.gm,sdom,6913807,,,456,34452
11162,狐狸的派對,証聲,610,sdom1162k.gn,K,210,-29,songname,3,8,12,200,328,402,60,60,60,149,159,183,210,狐狸的派對,証聲,,,sdom0113k.gm,sdom,11602070,,,456,35592
1162,狐狸的派對,証聲,610,sdom1162t.gn,T,210,-29,songname,5,8,8,178,200,328,60,60,60,148,149,159,210,狐狸的派對,証聲,,,sdom0113T.gm,sdom,15342964,,,456,35592
11163,魔法小兔兔,証聲,nicholas,sdom1163k.gn,K,146,-19,songname,5,10,14,366,497,683,111,111,111,440,469,476,146,魔法小兔兔,証聲,,,sdom0114K.gm,sdom,935380,,,456,96168
1163,魔法小兔兔,証聲,nicholas,sdom1163t.gn,T,146,-19,songname,2,5,6,209,336,488,111,111,111,400,437,468,146,魔法小兔兔,証聲,,,sdom0114T.gm,sdom,223976,,,456,93216
11164,貓言貓語,証聲,DAVY,sdom1164k.gn,K,106,-20,songname,3,7,12,317,546,920,123,123,123,385,386,385,106,貓言貓語,証聲,,,sdom0115K.gm,sdom,736269,,,456,64980
1164,貓言貓語,証聲,DAVY,sdom1164t.gn,T,106,-20,songname,1,2,3,278,293,317,123,123,123,384,384,385,106,貓言貓語,証聲,,,sdom0115T.gm,sdom,13740203,,,456,64908
11165,小豬搞笑秀,証聲,TONY.C,sdom1165k.gn,K,165,-20,songname,2,6,11,176,272,428,77,77,77,120,148,208,165,小豬搞笑秀,証聲,,,sdom0108K.gm,sdom,7751303,,,456,29580
1165,小豬搞笑秀,証聲,TONY.C,sdom1165t.gn,T,165,-20,songname,1,2,6,100,176,272,77,77,77,101,120,148,165,小豬搞笑秀,証聲,,,sdom0108T.gm,sdom,9223621,,,456,29580
11166,One of Those Girls,Avril Lavigne,GJ,sdom1166k.gn,K,92.02,-32,kgn,1,3,7,144,327,489,117,117,117,133,184,189,92.02,One of Those Girls,Avril Lavigne,One of Those Girls,Avril Lavigne,sdom0152K.gm,sdom,9458173,,,456,40944
1166,One of Those Girls,Avril Lavigne,GJ,sdom1166t.gn,T,92.02,-32,kgn,1,2,3,108,241,278,117,117,117,121,174,177,92.02,One of Those Girls,Avril Lavigne,One of Those Girls,Avril Lavigne,sdom0152T.gm,sdom,14955976,,,456,37704
11167,boys and girls,頭號人物,Leo,sdom1167k.gn,K,120,-24,songname,3,7,10,347,524,843,144,144,144,269,278,307,120,boys and girls,头号人物,boys and girls,,sdom1167K.gm,sdom,1044917,,,456,62368
1167,boys and girls,頭號人物,Leo,sdom1167t.gn,T,120,-24,songname,2,3,4,256,283,362,144,144,144,229,234,270,120,boys and girls,头号人物,boys and girls,,sdom0153T.gm,sdom,13403338,,,456,62368
11168,Black Trinity,天原神音,K,sdom1168k.gn,K,130,-21,songname,4,7,15,271,415,642,110,110,110,222,239,241,130,Black Trinity,天原神音,Black Trinity,,sdom0154K.gm,sdom,7799440,,,456,87436
1168,Black Trinity,天原神音,K,sdom1168t.gn,T,130,-21,songname,2,4,7,214,271,415,110,110,112,223,222,239,130,Black Trinity,天原神音,Black Trinity,,sdom0154T.gm,sdom,2681767,,,456,87436
11169,Fortune,玉置成實,DAVY,sdom1169k.gn,K,137,-20,kgn,3,5,10,269,330,542,124,124,124,263,266,300,137,Fortune,玉置成实,Fortune,,sdom9999K.gm,sdom,9458173,,,456,53784
1169,Fortune,玉置成實,DAVY,sdom1169t.gn,T,137,-20,kgn,1,2,3,246,261,269,124,124,124,270,267,263,137,Fortune,玉置成实,Fortune,,sdom9999T.gm,sdom,5378792,,,456,53784
11170,Love,Brown Eyed Girls,Mina,sdom1170k.gn,K,134,-20,kgn,1,4,11,123,277,647,107,107,107,252,320,355,134,Love,Brown Eyed Girls,Love,Brown Eyed Girls,sdom0007K.gm,rewu,6913807,,,,55224
1170,Love,Brown Eyed Girls,Mina,sdom1170t.gn,T,134,-20,kgn,1,2,4,119,230,285,107,107,107,247,302,327,134,Love,Brown Eyed Girls,Love,Brown Eyed Girls,sdom0007T.gm,rewu,6964435,,,,55224
11171,The Cradle Song,Jewelry,nicholas,sdom1171k.gn,K,120,-20,kgn,3,4,8,290,390,523,122,122,122,340,379,382,120,The Cradle Song,Jewelry,The Cradle Song,Jewelry,sdom1110K.gm,rewu,11602070,,,,74316
1171,The Cradle Song,Jewelry,nicholas,sdom1171t.gn,T,120,-20,kgn,2,3,4,263,289,383,122,122,122,338,339,365,120,The Cradle Song,Jewelry,The Cradle Song,Jewelry,sdom1110T.gm,rewu,1044917,,,,71688
11172,La Papa Pingouin,嘜阿喜,T.Z.WANG,sdom1172k.gn,K,125.02,-30,kgn,4,5,7,396,579,676,143,143,143,297,318,322,125.02,La Papa Pingouin,唛阿喜,La Papa Pingouin,,sdom1172K.gm,rewu,6913807,,,,61344
1172,La Papa Pingouin,嘜阿喜,T.Z.WANG,sdom1172t.gn,T,125.02,-30,kgn,1,2,5,272,327,499,143,143,143,279,295,311,125.02,La Papa Pingouin,唛阿喜,La Papa Pingouin,,sdom0001T.gm,rewu,12881387,,,,53916
11173,Reason,玉置成實,Leo,sdom1173k.gn,K,130,-25,kgn,3,5,7,317,392,563,132,132,132,265,269,293,130,Reason,玉置成实,Reason,,sdom1173K.gm,sdom,9458173,,,456,65392
1173,Reason,玉置成實,Leo,sdom1173t.gn,T,130,-25,kgn,2,3,5,212,327,369,132,132,132,208,263,263,130,Reason,玉置成实,Reason,,sdom0999T.gm,sdom,935380,,,456,53864
11174,abracadabra,tiggy,K,sdom1174k.gn,K,138,-25,kgn,3,5,8,445,510,712,144,144,144,330,343,351,138,abracadabra,tiggy,abracadabra,tiggy,sdom8855K.gm,rewu,14955976,,,,99324
1174,abracadabra,tiggy,K,sdom1174t.gn,T,138,-25,kgn,2,3,5,313,445,510,144,144,144,300,330,343,138,abracadabra,tiggy,abracadabra,tiggy,sdom8855T.gm,rewu,13740203,,,,99324
11175,Melody,Tony An,Jerry,sdom1175k.gn,K,84,-34,kgn,2,4,9,254,383,611,137,137,137,205,214,214,84,Melody,Tony An,Melody,Tony An,sdom1000K.gm,rewu,7751303,,,,37344
1175,Melody,Tony An,Jerry,sdom1175t.gn,T,84,-34,kgn,1,2,4,157,254,383,137,137,137,179,205,214,84,Melody,Tony An,Melody,Tony An,sdom1000T.gm,rewu,8967522,,,,36696
11176,i like that,Namolla Family,GJ,sdom1176k.gn,K,130,-25,kgn,1,4,10,147,330,566,112,112,112,156,231,259,130,i like that,Namolla Family,i like that,Namolla Family,sdom0001K.gm,rewu,9458173,,,,48312
1176,i like that,Namolla Family,GJ,sdom1176t.gn,T,130,-25,kgn,1,2,3,129,243,296,112,112,112,151,212,231,130,i like that,Namolla Family,i like that,Namolla Family,sdom0001T.gm,rewu,5378792,,,,40452
11177,Fast Food Song,9YOU,XinLin,sdom1177k.gn,K,130,-28,kgn,1,6,10,247,536,837,140,132,132,227,309,328,130,Fast Food Song,9YOU,Fast Food Song,9YOU,sdom0998K.gm,rewu,6913807,,,,71844
1177,Fast Food Song,9YOU,XinLin,sdom1177t.gn,T,130,-28,kgn,1,1,4,124,244,377,132,132,132,197,295,314,130,Fast Food Song,9YOU,Fast Food Song,9YOU,sdom0998T.gm,rewu,6964435,,,,69216
11178,媽媽咪呀,嘜阿喜,610,sdom1178k.gn,K,170,-30,kgn,3,5,7,232,315,379,94,94,94,205,217,218,170,妈妈咪呀,唛阿喜,,,sdom11111k.gm,rewu,9458173,,,,39780
1178,媽媽咪呀,嘜阿喜,610,sdom1178t.gn,T,170,-30,kgn,3,3,5,186,232,315,94,94,94,180,205,217,170,妈妈咪呀,唛阿喜,,,sdom11111T.gm,rewu,5378792,,,,39780
11179,I Love You,Mighty Mouse,DAVY,sdom1179k.gn,K,124.99,-35,kgn,2,4,8,303,411,565,120,120,120,263,266,272,124.99,I Love You,Mighty Mouse,I Love You,Mighty Mouse,sdom1179K.gm,rewu,3628250,,,,52704
1179,I Love You,Mighty Mouse,DAVY,sdom1179t.gn,T,124.99,-35,kgn,1,2,3,240,297,348,120,120,120,272,261,264,124.99,I Love You,Mighty Mouse,I Love You,Mighty Mouse,sdom9998T.gm,rewu,1044917,,,,52020
11180,H-Eugene vs MC 夢,H-Eugene,Mina,sdom1180k.gn,K,107,-30,kgn,3,5,10,382,507,845,152,152,152,454,459,478,107,H-Eugene vs MC 梦,H-Eugene,,H-Eugene,sdom1180K.gm,rewu,7935477,,,,93132
1180,H-Eugene vs MC 夢,H-Eugene,Mina,sdom1180t.gn,T,107,-30,kgn,2,3,4,259,383,468,152,152,152,401,440,450,107,H-Eugene vs MC 梦,H-Eugene,,H-Eugene,sdom0777T.gm,rewu,12881387,,,,92208
11181,My Name,烏龜,nicholas,sdom1181k.gn,K,130,-10,kgn,3,5,9,289,443,672,114,114,114,394,420,421,130,My Name,乌龟,My Name,,sdom1105K.gm,sdom,16559437,,,456,120748
1181,My Name,烏龜,nicholas,sdom1181t.gn,T,130,-10,kgn,2,3,5,258,284,419,114,114,114,392,394,419,130,My Name,乌龟,My Name,,sdom1105T.gm,sdom,935380,,,456,119132
11182,Sing lala,烏龜,K,sdom1182k.gn,K,127,-25,kgn,4,4,7,396,510,661,134,134,134,289,293,306,127,Sing lala,乌龟,Sing lala,,sdom0066K.gm,sdom,223976,,,456,97788
1182,Sing lala,烏龜,K,sdom1182t.gn,T,127,-25,kgn,2,4,5,270,396,510,134,134,134,250,289,293,127,Sing lala,乌龟,Sing lala,,sdom0066T.gm,sdom,13740203,,,456,97788
11183,便宜點吧,烏龜,Jerry,sdom1183k.gn,K,130,-25,kgn,2,5,10,307,534,741,142,142,142,323,340,352,130,便宜点吧,乌龟,,,sdom1001K.gm,sdom,6913807,,,456,72528
1183,便宜點吧,烏龜,Jerry,sdom1183t.gn,T,130,-25,kgn,2,4,5,303,442,543,142,142,142,321,331,338,130,便宜点吧,乌龟,,,sdom1001T.gm,sdom,8967522,,,456,71880
11184,Black Engine,張根錫,Mei,sdom1184k.gn,K,118,-34,kgn,1,4,9,123,309,642,113,113,113,142,207,242,118,Black Engine,张根锡,Black Engine,,sdom9988K.gm,rewu,13403338,,,,37932
1184,Black Engine,張根錫,Mei,sdom1184t.gn,T,118,-34,kgn,1,2,4,101,208,320,113,113,113,121,178,207,118,Black Engine,张根锡,Black Engine,,sdom9988T.gm,rewu,2681767,,,,31512
11185,動,吳克群,Leo,sdom1185k.gn,K,138,-30,kgn,5,3,7,468,340,721,133,133,133,287,271,308,138,动,吴克群,,,sdom0888K.gm,rewu,9458173,,,,85980
1185,動,吳克群,Leo,sdom1185t.gn,T,138,-30,kgn,1,3,5,236,340,468,133,133,133,231,271,287,138,动,吴克群,,,sdom0888T.gm,rewu,5378792,,,,79740
11186,L.U.V,Eugene,TONY.C,sdom1186k.gn,K,65,-25,kgn,2,5,12,349,538,873,170,170,170,326,363,388,65,L.U.V,Eugene,L.U.V,Eugene,sdom0002K.gm,rewu,6913807,,,,78192
1186,L.U.V,Eugene,TONY.C,sdom1186t.gn,T,65,-25,kgn,1,2,5,264,349,538,170,170,170,275,326,362,65,L.U.V,Eugene,L.U.V,Eugene,sdom0002T.gm,rewu,6964435,,,,78192
11187,周大俠,周杰倫,XinLin,sdom1187k.gn,K,168,-46,kgn,3,7,22,336,679,1616,135,135,135,354,405,445,168,周大侠,周杰伦,,,sdom0997K.gm,rewu,16455100,,,,52768
1187,周大俠,周杰倫,XinLin,sdom1187t.gn,T,168,-46,kgn,1,2,6,150,290,398,135,135,135,246,371,394,168,周大侠,周杰伦,,,sdom0997T.gm,rewu,9175850,,,,65388
11188,I Love You,Eight,Jerry,sdom1188k.gn,K,130,-25,kgn,3,7,10,420,665,891,155,155,155,355,381,388,130,I Love You,Eight,I Love You,Eight,sdom009K.gm,sdom,11602070,,,456,69060
1188,I Love You,Eight,Jerry,sdom1188t.gn,T,130,-25,kgn,3,4,5,420,430,574,155,155,155,355,359,379,130,I Love You,Eight,I Love You,Eight,sdom009T.gm,sdom,1044917,,,456,67188
11189,It's Ok,Dj Maxwell,nicholas,sdom1189k.gn,K,107,-20,kgn,3,6,9,288,469,655,134,134,134,416,432,440,107,It's Ok,Dj Maxwell,It's Ok,Dj Maxwell,sdom1101K.gm,rewu,9458173,,,,89604
1189,It's Ok,Dj Maxwell,nicholas,sdom1189t.gn,T,107,-20,kgn,1,3,6,241,285,460,134,134,134,406,415,431,107,It's Ok,Dj Maxwell,It's Ok,Dj Maxwell,sdom1101T.gm,rewu,5378792,,,,87456
11190,weeeek,news,DAVY,sdom1190k.gn,K,109.87,0,kgn,2,4,9,236,420,696,128,128,128,242,244,249,109.87,weeeek,news,weeeek,news,sdom1190K.gm,rewu,6913807,,,,47460
1190,weeeek,news,DAVY,sdom1190t.gn,T,109.87,0,kgn,1,2,3,223,236,268,128,128,128,245,242,242,109.87,weeeek,news,weeeek,news,sdom1190T.gm,rewu,6964435,,,,47532
11191,新世界Remix,Peppertones,Mina,sdom1191k.gn,K,132,-26,songname,3,8,10,308,645,935,130,130,130,435,475,478,132,New Standard,Peppertones,New Standard,Peppertones,sdom0202K.gm,sdom,11602070,,,456,84492
1191,新世界Remix,Peppertones,Mina,sdom1191t.gn,T,132,-26,songname,1,2,3,168,275,359,130,130,130,328,408,437,132,New Standard,Peppertones,New Standard,Peppertones,sdom0202T.gm,sdom,1044917,,,456,84432
11192,努力吧,Riaa,XinLin,sdom1192k.gn,K,106,-25,kgn,1,3,8,236,450,782,151,151,151,222,297,317,106,努力吧,Riaa,,Riaa,sdom0996K.gm,rewu,7935477,,,,43136
